_id,_name,_masterLotteryInfoId,_masterCautionId,_category,_type,_priority,_masterLotteryPriceId,_masterLotteryRarityId,_masterLotteryImageId,_balloonSpriteName,_startdashTime,_startdashExpireTime,_checkDisplayableLottery,_repeat,_exchangeMasterItemId,_masterLotteryEffMovieId,_masterLotteryEffMovieRatioId,_storeReviewFlag,_masterReleaseLabelId
2110005,Spotlight Scout: Glittering Dancers,2110005,2110005,1,1,2306196,2110005,2110005,2110005,,0,0,0,0,15520004,1,1,0,223061502
2110006,Spotlight Scout: Sunny Summer Camp,2110006,2110006,1,1,2306307,2110006,2110006,2110006,,0,0,0,0,15520005,1,1,0,223063002
2110007,Spotlight Scout: Sunny Summer Camp,2110007,2110007,1,1,2306306,2110007,2110007,2110007,,0,0,0,0,15520005,1,1,0,223063002
2110008,Spotlight Scout: Midsummer Mermaid,2110008,2110008,1,1,2307157,2110008,2110008,2110008,,0,0,0,0,15520006,1,1,0,223071503
2110009,Spotlight Scout: Midsummer Mermaid,2110009,2110009,1,1,2307156,2110009,2110009,2110009,,0,0,0,0,15520006,1,1,0,223071503
2110010,Spotlight Scout: Summer Beach Run,2110010,2110010,1,1,2307317,2110010,2110010,2110010,,0,0,0,0,15520007,1,1,0,223073102
2110011,Spotlight Scout: Summer Beach Run,2110011,2110011,1,1,2307316,2110011,2110011,2110011,,0,0,0,0,15520007,1,1,0,223073102
2110012,Spotlight Scout: Flowers Bloom in the Summer Night,2110012,2110012,1,1,2308157,2110012,2110012,2110012,,0,0,0,0,15520008,1,1,0,223081502
2110013,Spotlight Scout: Flowers Bloom in the Summer Night,2110013,2110013,1,1,2308156,2110013,2110013,2110013,,0,0,0,0,15520008,1,1,0,223081502
2110014,Spotlight Scout: Moonlight Silvergrass,2110014,2110014,1,1,2308317,2110014,2110014,2110014,,0,0,0,0,15520009,1,1,0,223083102
2110015,Spotlight Scout: Moonlight Silvergrass,2110015,2110015,1,1,2308316,2110015,2110015,2110015,,0,0,0,0,15520009,1,1,0,223083102
2110016,Spotlight Scout: Wandering Yukata,2110016,2110016,1,1,2309157,2110016,2110016,2110016,,0,0,0,0,15520010,1,1,0,223091502
2110017,Spotlight Scout: Wandering Yukata,2110017,2110017,1,1,2309156,2110017,2110017,2110017,,0,0,0,0,15520010,1,1,0,223091502
2110018,Spotlight Scout: Trick or Treat!,2110018,2110018,1,1,2309307,2110018,2110018,2110018,,0,0,0,0,15520011,1,1,0,223093002
2110019,Spotlight Scout: Trick or Treat!,2110019,2110019,1,1,2309308,2110019,2110019,2110019,,0,0,0,0,15520011,1,1,0,223093002
2110020,Spotlight Scout: Boo! Boo! Halloween Land,2110020,2110020,1,1,2310160,2110020,2110020,2110020,,0,0,0,0,15540017,1,1,0,223101506
2110021,Spotlight Scout: Boo! Boo! Halloween Land,2110021,2110021,1,1,2310161,2110021,2110021,2110021,,0,0,0,0,15540017,1,1,0,223101506
2110022,Spotlight Scout: Sunny Marching Band,2110022,2110022,1,1,2310319,2110022,2110022,2110022,,0,0,0,0,15520012,1,1,0,223103108
2110023,Spotlight Scout: Sunny Marching Band,2110023,2110023,1,1,2310318,2110023,2110023,2110023,,0,0,0,0,15520012,1,1,0,223103108
2110024,Spotlight Scout: Kitty Cat 🐾 Maids,2110024,2110024,1,1,2311157,2110024,2110024,2110024,,0,0,0,0,15520013,1,1,0,223111502
2110025,Spotlight Scout: Kitty Cat 🐾 Maids,2110025,2110025,1,1,2311156,2110025,2110025,2110025,,0,0,0,0,15520013,1,1,0,223111502
2110026,Spotlight Scout: Everyone's Merry Christmas!,2110026,2110026,1,1,2311307,2110026,2110026,2110026,,0,0,0,0,15520014,1,1,0,223113009
2110027,Spotlight Scout: Everyone's Merry Christmas!,2110027,2110027,1,1,2311306,2110027,2110027,2110027,,0,0,0,0,15520014,1,1,0,223113009
2110028,Spotlight Scout: Santa Claus at the Snow Festival,2110028,2110028,1,1,2312157,2110028,2110028,2110028,,0,0,0,0,15520015,1,1,0,223121505
2110029,Spotlight Scout: Santa Claus at the Snow Festival,2110029,2110029,1,1,2312156,2110029,2110029,2110029,,0,0,0,0,15520015,1,1,0,223121505
2110030,Spotlight Scout: Happy New Year to You!,2110030,2110030,1,1,2312317,2110030,2110030,2110030,,0,0,0,0,15520016,1,1,0,223123102
2110031,Spotlight Scout: Happy New Year to You!,2110031,2110031,1,1,2312316,2110031,2110031,2110031,,0,0,0,0,15520016,1,1,0,223123102
2110032,Spotlight Scout: Ice Fairy,2110032,2110032,1,1,2401157,2110032,2110032,2110032,,0,0,0,0,15520017,1,1,0,224011502
2110033,Spotlight Scout: Ice Fairy,2110033,2110033,1,1,2401156,2110033,2110033,2110033,,0,0,0,0,15520017,1,1,0,224011502
2110034,Spotlight Scout: Maidens Locked in Love,2110034,2110034,1,1,2401317,2110034,2110034,2110034,,0,0,0,0,15520018,1,1,0,224013102
2110035,Spotlight Scout: Maidens Locked in Love,2110035,2110035,1,1,2401316,2110035,2110035,2110035,,0,0,0,0,15520018,1,1,0,224013102
2110036,Spotlight Scout: Pandemonic Night,2110036,2110036,1,1,2402147,2110036,2110036,2110036,,0,0,0,0,15520019,1,1,0,224021402
2110037,Spotlight Scout: Pandemonic Night,2110037,2110037,1,1,2402146,2110037,2110037,2110037,,0,0,0,0,15520019,1,1,0,224021402
2110038,Spotlight Scout: Y2K♡GALS,2110038,2110038,1,1,2403017,2110038,2110038,2110038,,0,0,0,0,15520020,1,1,0,224030102
2110039,Spotlight Scout: Y2K♡GALS,2110039,2110039,1,1,2403016,2110039,2110039,2110039,,0,0,0,0,15520020,1,1,0,224030102
3110001,Kanon's Birthday Scout: Harmony Star,3110001,3110001,1,1,2305010,3110001,3110001,3110001,,0,0,0,0,15530001,1,1,0,223050101
3110002,Ai's Birthday Scout: Colorful Heroines,3110002,3110002,1,1,2305300,3110002,3110002,3110002,,0,0,0,0,15530002,1,1,0,223053001
3110003,Nozomi's Birthday Scout: Flower Shower,3110003,3110003,1,1,2306090,3110003,3110003,3110003,,0,0,0,0,15530003,1,1,0,223060901
3110004,Mari's Birthday Scout: Fairy Wings,3110004,3110004,1,1,2306130,3110004,3110004,3110004,,0,0,0,0,15530004,1,1,0,223061301
3110005,Shiki's Birthday Scout: Harmony Star,3110005,3110005,1,1,2306170,3110005,3110005,3110005,,0,0,0,0,15530005,1,1,0,223061701
3110006,Karin's Birthday Scout: Colorful Heroines,3110006,3110006,1,1,2306290,3110006,3110006,3110006,,0,0,0,0,15530006,1,1,0,223062901
3110007,Yoshiko's Birthday Scout: Fairy Wings,3110007,3110007,1,1,2307130,3110007,3110007,3110007,,0,0,0,0,15530007,1,1,0,223071301
3110008,Keke's Birthday Scout: Harmony Star,3110008,3110008,1,1,2307170,3110008,3110008,3110008,,0,0,0,0,15530008,1,1,0,223071702
3110009,Nico's Birthday Scout: Flower Shower,3110009,3110009,1,1,2307220,3110009,3110009,3110009,,0,0,0,0,15530009,1,1,0,223072201
3110010,Chika's Birthday Scout: Fairy Wings,3110010,3110010,1,1,2308010,3110010,3110010,3110010,,0,0,0,0,15530010,1,1,0,223080102
3110011,Honoka's Birthday Scout: Flower Shower,3110011,3110011,1,1,2308030,3110011,3110011,3110011,,0,0,0,0,15530011,1,1,0,223080303
3110012,Natsumi's Birthday Scout: Harmony Star,3110012,3110012,1,1,2308070,3110012,3110012,3110012,,0,0,0,0,15530012,1,1,0,223080701
3110013,Setsuna's Birthday Scout: Colorful Heroines,3110013,3110013,1,1,2308080,3110013,3110013,3110013,,0,0,0,0,15530013,1,1,0,223080801
3110014,Kotori's Birthday Scout: Flower Shower,3110014,3110014,1,1,2309120,3110014,3110014,3110014,,0,0,0,0,15530014,1,1,0,223091201
3110015,Riko's Birthday Scout: Fairy Wings,3110015,3110015,1,1,2309190,3110015,3110015,3110015,,0,0,0,0,15530015,1,1,0,223091901
3110016,Ruby's Birthday Scout: Fairy Wings,3110016,3110016,1,1,2309210,3110016,3110016,3110016,,0,0,0,0,15530016,1,1,0,223092101
3110017,Sumire's Birthday Scout: Harmony Star,3110017,3110017,1,1,2309280,3110017,3110017,3110017,,0,0,0,0,15530017,1,1,0,223092801
3110018,Shioriko's Birthday Scout: Colorful Heroines,3110018,3110018,1,1,2310050,3110018,3110018,3110018,,0,0,0,0,15530018,1,1,0,223100502
3110019,Eli's Birthday Scout: Flower Shower,3110019,3110019,1,1,2310210,3110019,3110019,3110019,,0,0,0,0,15530019,1,1,0,223102101
3110020,Mei's Birthday Scout: Harmony Star,3110020,3110020,1,1,2310290,3110020,3110020,3110020,,0,0,0,0,15530020,1,1,0,223102901
3110021,Rin's Birthday Scout: Flower Shower,3110021,3110021,1,1,2311010,3110021,3110021,3110021,,0,0,0,0,15530021,1,1,0,223110101
3110022,Rina's Birthday Scout: Colorful Heroines,3110022,3110022,1,1,2311130,3110022,3110022,3110022,,0,0,0,0,15530022,1,1,0,223111301
3110023,Ren's Birthday Scout: Harmony Star,3110023,3110023,1,1,2311240,3110023,3110023,3110023,,0,0,0,0,15530023,1,1,0,223112401
3110024,Mia's Birthday Scout: Colorful Heroines,3110024,3110024,1,1,2312060,3110024,3110024,3110024,,0,0,0,0,15530024,1,1,0,223120601
3110025,Kanata's Birthday Scout: Colorful Heroines,3110025,3110025,1,1,2312160,3110025,3110025,3110025,,0,0,0,0,15530025,1,1,0,223121601
3110026,Tomari's Birthday Scout: Harmony Star,3110026,3110026,1,1,2312280,3110026,3110026,3110026,,0,0,0,0,15530026,1,1,0,223122801
3110027,Dia's Birthday Scout: Fairy Wings,3110027,3110027,1,1,2401010,3110027,3110027,3110027,,0,0,0,0,15530027,1,1,0,224010103
3110028,Hanayo's Birthday Scout: Flower Shower,3110028,3110028,1,1,2401170,3110028,3110028,3110028,,0,0,0,0,15530028,1,1,0,224011702
3110029,Margarete's Birthday Scout: Harmony Star,3110029,3110029,1,1,2401200,3110029,3110029,3110029,,0,0,0,0,15530029,1,1,0,224012002
3110030,Kasumi's Birthday Scout: Colorful Heroines,3110030,3110030,1,1,2401230,3110030,3110030,3110030,,0,0,0,0,15530030,1,1,0,224012302
3110031,Emma's Birthday Scout: Colorful Heroines,3110031,3110031,1,1,2402050,3110031,3110031,3110031,,0,0,0,0,15530031,1,1,0,224020502
3110032,Kanan's Birthday Scout: Fairy Wings,3110032,3110032,1,1,2402100,3110032,3110032,3110032,,0,0,0,0,15530032,1,1,0,224021004
3110033,Lanzhu's Birthday Scout: Colorful Heroines,3110033,3110033,1,1,2402150,3110033,3110033,3110033,,0,0,0,0,15530033,1,1,0,224021502
3110034,Chisato's Birthday Scout: Harmony Star,3110034,3110034,1,1,2402250,3110034,3110034,3110034,,0,0,0,0,15530034,1,1,0,224022502
3110035,Ayumu's Birthday Scout: Colorful Heroines,3110035,3110035,1,1,2403019,3110035,3110035,3110035,,0,0,0,0,15530035,1,1,0,224030107
3110036,Hanamaru's Birthday Scout: Fairy Wings,3110036,3110036,1,1,2403040,3110036,3110036,3110036,,0,0,0,0,15530036,1,1,0,224030402
3110037,Umi's Birthday Memorial Scouting～Flower Shower～,3110037,3110037,1,1,2403150,3110037,3110037,3110037,,0,0,0,0,15530037,1,1,0,224031502
4110001,Smile Only! Spotlight Scout,4110001,4110001,1,1,2306119,4110001,4110001,4110001,,0,0,0,0,15540002,1,1,0,223061103
4110002,Pure Only! Spotlight Scout,4110002,4110002,1,1,2306118,4110002,4110002,4110002,,0,0,0,0,15540002,1,1,0,223061103
4110003,Cool Only! Spotlight Scout,4110003,4110003,1,1,2306117,4110003,4110003,4110003,,0,0,0,0,15540002,1,1,0,223061103
4110004,SIF Series Thanksgiving 2023 UR Scout,4110004,4110004,1,1,2306237,4110004,4110004,4110004,,0,0,0,0,0,1,2,0,223062301
4110005,Love Song Carnival Scout: Ayumu,4110005,4110005,1,1,2310037,4110005,4110005,4110005,,0,0,0,0,15540005,1,1,0,223100301
4110006,Love Song Carnival Scout: Kasumi,4110006,4110006,1,1,2310107,4110006,4110006,4110006,,0,0,0,0,15540006,1,1,0,223101001
4110007,Love Song Carnival Scout: Shizuku,4110007,4110007,1,1,2310177,4110007,4110007,4110007,,0,0,0,0,15540007,1,1,0,223101701
4110008,Love Song Carnival Scout: Karin,4110008,4110008,1,1,2310247,4110008,4110008,4110008,,0,0,0,0,15540008,1,1,0,223102401
4110009,Love Song Carnival Scout: Ai,4110009,4110009,1,1,2310316,4110009,4110009,4110009,,0,0,0,0,15540009,1,1,0,223103101
4110010,Love Song Carnival Scout: Kanata,4110010,4110010,1,1,2311077,4110010,4110010,4110010,,0,0,0,0,15540010,1,1,0,223110701
4110011,Love Song Carnival Scout: Setsuna,4110011,4110011,1,1,2311147,4110011,4110011,4110011,,0,0,0,0,15540011,1,1,0,223111401
4110012,Love Song Carnival Scout: Emma,4110012,4110012,1,1,2311217,4110012,4110012,4110012,,0,0,0,0,15540012,1,1,0,223112101
4110013,Love Song Carnival Scout: Rina,4110013,4110013,1,1,2311287,4110013,4110013,4110013,,0,0,0,0,15540013,1,1,0,223112801
4110014,Love Song Carnival Scout: Shioriko,4110014,4110014,1,1,2312057,4110014,4110014,4110014,,0,0,0,0,15540014,1,1,0,223120501
4110015,Love Song Carnival Scout: Mia,4110015,4110015,1,1,2312127,4110015,4110015,4110015,,0,0,0,0,15540015,1,1,0,223121201
4110016,Love Song Carnival Scout: Lanzhu,4110016,4110016,1,1,2312197,4110016,4110016,4110016,,0,0,0,0,15540016,1,1,0,223121901
4110017,Up to 100 Free Scouts! Half Anniversary Scout,4110017,4110017,1,1,3310157,4110017,4110017,4110017,,0,0,0,0,15540017,1,1,0,223101501
4110019,Guaranteed UR! Half Anniversary Scout: μ's,4110019,4110019,1,1,2310156,4110019,4110019,4110019,,0,0,0,0,15540017,1,1,0,223101502
4110020,Guaranteed UR! Half Anniversary Scout: Aqours,4110020,4110020,1,1,2310155,4110020,4110020,4110020,,0,0,0,0,15540017,1,1,0,223101502
4110021,Guaranteed UR! Half Anniversary Scout: Nijigasaki,4110021,4110021,1,1,2310154,4110021,4110021,4110021,,0,0,0,0,15540017,1,1,0,223101502
4110022,Guaranteed UR! Half Anniversary Scout: Liella!,4110022,4110022,1,1,2310153,4110022,4110022,4110022,,0,0,0,0,15540017,1,1,0,223101502
4110023,"""ove Song by Me"" Launch Scout",4110023,4110023,1,1,2309067,4110023,4110023,4110023,,0,0,0,0,15540023,1,1,0,223090603
4110024,μ's Only! Spotlight Scout,4110024,4110024,1,1,2310312,4110024,4110024,4110024,,0,0,0,0,15540024,1,1,0,223103111
4110025,Aqours Only! Spotlight Scout,4110025,4110025,1,1,2311152,4110025,4110025,4110025,,0,0,0,0,15540025,1,1,0,223111508
4110026,Guaranteed UR! Half Anniversary Scout: Closing Festival,4110026,4110026,1,1,2310317,4110026,4110026,4110026,,0,0,0,0,15520012,1,1,0,223103112
4110027,Yohane the Parhelion: The Story of the Sound of Heart Commemorative Scout,4110027,4110027,1,1,2312147,4110027,4110027,4110027,,0,0,0,0,15540027,1,1,0,223121402
4110028,1st-Years Only! Spotlight Scout,4110028,4110028,1,1,2311177,4110028,4110028,4110028,,0,0,0,0,15540028,1,1,0,223111702
4110029,2nd-Years Only! Spotlight Scout,4110029,4110029,1,1,2311247,4110029,4110029,4110029,,0,0,0,0,15540029,1,1,0,223112404
4110030,3rd-Years Only! Spotlight Scout,4110030,4110030,1,1,2312017,4110030,4110030,4110030,,0,0,0,0,15540030,1,1,0,223120103
4110031,IJIGEN FES THE IDOLM@STER LOVE LIVE! Commemorative Scout: Aqours,4110031,4110031,1,1,2312095,4110031,4110031,4110031,,0,0,0,0,0,1,1,0,223120907
4110032,IJIGEN FES THE IDOLM@STER LOVE LIVE! Commemorative Scout: Nijigasaki,4110032,4110032,1,1,2312094,4110032,4110032,4110032,,0,0,0,0,0,1,1,0,223120908
4110033,IJIGEN FES THE IDOLM@STER LOVE LIVE! Commemorative Scout: Liella!,4110033,4110033,1,1,2312093,4110033,4110033,4110033,,0,0,0,0,0,1,1,0,223120909
4110034,Up to 240 Free Scouts! New Year's Scout,4110034,4110034,1,1,3312267,4110034,4110034,4110034,,0,0,0,0,15540031,1,1,0,223122604
4110035,Guaranteed UR! New Year's Scout,4110035,4110035,1,1,2312267,4110035,4110035,4110035,,0,0,0,0,15540031,1,1,0,223122604
4110036,New Year's First Dream Scout,4110036,4110036,1,1,2401017,4110036,4110036,4110036,,0,0,0,0,15540032,1,1,0,224010105
4110037,Guaranteed UR! New Year's First Dream Scout,4110037,4110037,1,1,2401016,4110037,4110037,4110037,,0,0,0,0,15540032,1,1,0,224010105
4110038,Love Song Carnival Scouting,4110038,4110038,1,1,2401137,4110038,4110038,4110038,,0,0,0,0,15540033,1,1,0,224011304
4110039,School Idol Festival 2 Super Thanks Scouting: μ's,4110039,4110039,1,1,3403020,4110039,4110039,4110039,,0,0,0,0,15540034,1,1,0,224030109
4110040,School Idol Festival 2 Super Thanks Scouting: Aqours,4110040,4110040,1,1,3403019,4110040,4110040,4110040,,0,0,0,0,15540034,1,1,0,224030109
4110041,School Idol Festival 2 Super Thanks Scouting: Nijigasaki,4110041,4110041,1,1,3403018,4110041,4110041,4110041,,0,0,0,0,15540034,1,1,0,224030109
4110042,School Idol Festival 2 Super Thanks Scouting: Liella!,4110042,4110042,1,1,3403017,4110042,4110042,4110042,,0,0,0,0,15540034,1,1,0,224030109
4110043,Special Scouting,4110043,4110043,1,1,2403167,4110043,4110043,4110043,,0,0,0,0,15540035,1,1,0,224031602
4110044,School Idols Thanksgiving Festival Gather Everyone Scouting,4110044,4110044,1,1,2403207,4110044,4110044,4110044,,0,0,0,0,0,1,1,0,224032003
7110002,SIF Data Link Bonus Ticket Scout,7110002,7110002,1,1,15,7110002,7110002,7110002,,0,0,1,0,15540001,1,1,0,223043003
7110003,SIFAS Data Link Bonus Ticket Scout,7110003,7110003,1,1,15,7110003,7110003,7110003,,0,0,1,0,15540001,1,1,0,223071202
7110101,Global Launch SP Scouting ~Set 1~,7110101,7110101,1,1,15,7110101,7110101,7110101,,0,0,0,0,15570001,1,1,0,924020101
7110102,Global Launch SP Scouting ~Set 2~,7110102,7110102,1,1,15,7110102,7110102,7110102,,0,0,0,0,15570002,1,1,0,924021601
7110103,[Rerun]Global Launch SP Scouting ~Set 1~,7110103,7110103,1,1,15,7110103,7110103,7110103,,0,0,0,0,15570003,1,1,0,924031701
7110104,[Rerun]μ's Only! Spotlight Scout,7110104,7110104,1,1,15,7110104,7110104,7110104,,0,0,0,0,15570004,1,1,0,924032501
7110105,[Rerun]Aqours Only! Spotlight Scout,7110105,7110105,1,1,15,7110105,7110105,7110105,,0,0,0,0,15570005,1,1,0,924041701
7110106,[Rerun]Global Launch SP Scouting ~Set 2~,7110106,7110106,1,1,15,7110106,7110106,7110106,,0,0,0,0,15570006,1,1,0,924042401
7110107,[Rerun]UR Guaranteed！Special Scout！,7110107,7110107,1,1,15,7110107,7110107,7110107,,0,0,0,0,15570007,1,1,0,924050701
7110108,[Rerun]Love Song Carnival Commemorative Scouting,7110108,7110108,1,1,15,7110108,7110108,7110108,,0,0,0,0,15570008,1,1,0,924052401
8110001,Item Scout,8110001,8110001,2,1,10,8110001,8110001,8110001,,0,0,0,0,0,1,1,0,1
8110002,Item Scout,8110002,8110002,2,1,10,8110002,8110002,8110002,,0,0,0,0,0,1,1,0,223101604
8110004,Item Scout,8110004,8110004,2,1,10,8110004,8110004,8110004,,0,0,0,0,0,1,1,0,224010108
8110005,Item Scout,8110005,8110005,2,1,10,8110005,8110005,8110005,,0,0,0,0,0,1,1,0,224020106
8110006,Item Scout,8110006,8110006,2,1,10,8110006,8110006,8110006,,0,0,0,0,0,1,1,0,224030115
9110001,Tutorial Scout: Honoka Kosaka,9110001,9110001,1,1,999,9110001,9110001,9110001,,0,0,1,0,0,100,2,0,1
9110002,Tutorial Scout: Eli Ayase,9110002,9110002,1,1,999,9110002,9110002,9110002,,0,0,1,0,0,100,2,0,1
9110003,Tutorial Scout: Kotori Minami,9110003,9110003,1,1,999,9110003,9110003,9110003,,0,0,1,0,0,100,2,0,1
9110004,Tutorial Scout: Umi Sonoda,9110004,9110004,1,1,999,9110004,9110004,9110004,,0,0,1,0,0,100,2,0,1
9110005,Tutorial Scout: Rin Hoshizora,9110005,9110005,1,1,999,9110005,9110005,9110005,,0,0,1,0,0,100,2,0,1
9110006,Tutorial Scout: Maki Nishikino,9110006,9110006,1,1,999,9110006,9110006,9110006,,0,0,1,0,0,100,2,0,1
9110007,Tutorial Scout: Nozomi Tojo,9110007,9110007,1,1,999,9110007,9110007,9110007,,0,0,1,0,0,100,2,0,1
9110008,Tutorial Scout: Hanayo Koizumi,9110008,9110008,1,1,999,9110008,9110008,9110008,,0,0,1,0,0,100,2,0,1
9110009,Tutorial Scout: Nico Yazawa,9110009,9110009,1,1,999,9110009,9110009,9110009,,0,0,1,0,0,100,2,0,1
9110010,Tutorial Scout: Chika Takami,9110010,9110010,1,1,999,9110010,9110010,9110010,,0,0,1,0,0,200,2,0,1
9110011,Tutorial Scout: Riko Sakurauchi,9110011,9110011,1,1,999,9110011,9110011,9110011,,0,0,1,0,0,200,2,0,1
9110012,Tutorial Scout: Kanan Matsuura,9110012,9110012,1,1,999,9110012,9110012,9110012,,0,0,1,0,0,200,2,0,1
9110013,Tutorial Scout: Dia Kurosawa,9110013,9110013,1,1,999,9110013,9110013,9110013,,0,0,1,0,0,200,2,0,1
9110014,Tutorial Scout: You Watanabe,9110014,9110014,1,1,999,9110014,9110014,9110014,,0,0,1,0,0,200,2,0,1
9110015,Tutorial Scout: Yoshiko Tsushima,9110015,9110015,1,1,999,9110015,9110015,9110015,,0,0,1,0,0,200,2,0,1
9110016,Tutorial Scout: Hanamaru Kunikida,9110016,9110016,1,1,999,9110016,9110016,9110016,,0,0,1,0,0,200,2,0,1
9110017,Tutorial Scout: Mari Ohara,9110017,9110017,1,1,999,9110017,9110017,9110017,,0,0,1,0,0,200,2,0,1
9110018,Tutorial Scout: Ruby Kurosawa,9110018,9110018,1,1,999,9110018,9110018,9110018,,0,0,1,0,0,200,2,0,1
9110019,Tutorial Scout: Ayumu Uehara,9110019,9110019,1,1,999,9110019,9110019,9110019,,0,0,1,0,0,300,2,0,1
9110020,Tutorial Scout: Kasumi Nakasu,9110020,9110020,1,1,999,9110020,9110020,9110020,,0,0,1,0,0,300,2,0,1
9110021,Tutorial Scout: Shizuku Osaka,9110021,9110021,1,1,999,9110021,9110021,9110021,,0,0,1,0,0,300,2,0,1
9110022,Tutorial Scout: Karin Asaka,9110022,9110022,1,1,999,9110022,9110022,9110022,,0,0,1,0,0,300,2,0,1
9110023,Tutorial Scout: Ai Miyashita,9110023,9110023,1,1,999,9110023,9110023,9110023,,0,0,1,0,0,300,2,0,1
9110024,Tutorial Scout: Kanata Konoe,9110024,9110024,1,1,999,9110024,9110024,9110024,,0,0,1,0,0,300,2,0,1
9110025,Tutorial Scout: Setsuna Yuki,9110025,9110025,1,1,999,9110025,9110025,9110025,,0,0,1,0,0,300,2,0,1
9110026,Tutorial Scout: Emma Verde,9110026,9110026,1,1,999,9110026,9110026,9110026,,0,0,1,0,0,300,2,0,1
9110027,Tutorial Scout: Rina Tennoji,9110027,9110027,1,1,999,9110027,9110027,9110027,,0,0,1,0,0,300,2,0,1
9110028,Tutorial Scout: Shioriko Mifune,9110028,9110028,1,1,999,9110028,9110028,9110028,,0,0,1,0,0,300,2,0,1
9110029,Tutorial Scout: Mia Taylor,9110029,9110029,1,1,999,9110029,9110029,9110029,,0,0,1,0,0,300,2,0,1
9110030,Tutorial Scout: Lanzhu Zhong,9110030,9110030,1,1,999,9110030,9110030,9110030,,0,0,1,0,0,300,2,0,1
9110031,Tutorial Scout: Kanon Shibuya,9110031,9110031,1,1,999,9110031,9110031,9110031,,0,0,1,0,0,400,2,0,1
